"ID","count.12111","count.12112","count.12113","count.12121","count.12123","count.12311","count.12312","count.12313","count.12321","count.12323","count.12911","count.12912","count.12913","count.12921","count.12922","count.12923","count.11111","count.11112","count.11113","count.11311","count.11312","count.11313","count.11911","count.11912","count.11913","count.12122","NUTS_ID"
1,34345,331,159450,303576,234534,2978,2,15399,143,1453,176064,2529,855973,2930641,292,2983693,0,0,0,0,0,0,0,0,0,0,"NO06"
2,42197,0,40972,52780,41011,887,0,1613,0,0,273525,371,340548,3042559,116,3434190,0,0,0,0,0,0,0,0,0,0,"NO07"
3,9133246,9321,21473758,130052,312096,546125,1336,2941719,0,0,169906,1351,2862093,5860,0,61075,1363608,1572,4334038,211404,485,924439,17165,65,208792,5,"SE33"
4,8669286,4990,17696669,2450656,2304612,695084,646,3095239,5956,21364,207134,780,3520785,47266,3,219249,364827,27,649497,31852,51,201725,11678,11,118786,144,"SE32"
