"ID","count.11111","count.11112","count.11113","count.11311","count.11312","count.11313","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","count.11211","count.11212","count.11213","count.12211","count.12212","count.12213","count.19111","count.19112","count.19113","count.19311","count.19313","count.19911","count.19912","count.19913","count.19993","count.92111","count.92112","count.92113","count.92911","count.92912","count.92913","count.99111","count.99112","count.99113","count.99911","count.99912","count.99913","count.99993","count.19312","NUTS_ID"
1,2942836,131248,7737679,3635,905,22960,51621,5118,365457,2702626,80212,11234672,11025,1048,352975,9257,569,113422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"BG42"
2,2592619,395105,12831581,29821,3913,1061281,85921,11825,265034,4837140,604866,28283354,102260,5894,1885885,145546,22747,772329,16167,1697,31972,5641,401,19122,13639,9010,186706,469,19679,18538,1769,237659,366,101754,3788,292221,17021,1224,70528,1169,87,2673,10262,551,59264,952,0,"EL51"
3,27,0,491,2,0,452,233988,29505,1247430,22531,9130,403927,3076,838,42917,1383240,153062,7663976,0,0,0,0,0,0,4465,676,52768,1046,6748,1663,383,112480,0,0,0,0,2571,170,23658,0,0,0,1469,77,49967,0,171,"TR21"
