"ID","count.11111","count.11112","count.11113","count.11311","count.11312","count.11313","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","NUTS_ID"
1,9461430,3706250,40216573,185831,30681,2081123,276191,93797,1952623,189365,78416,1041196,22214,1818,501750,11940,3230,47757,"LT02"
2,7913077,2845948,24119136,276410,53642,2333599,157033,41367,1048114,241922,73993,538094,15969,2917,119546,27522,7660,281866,"LT01"
