"ID","count.11111","count.11112","count.11113","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12911","count.12912","count.12913","count.19113","count.19911","count.19912","count.19913","count.91111","count.91112","count.91113","count.91911","count.91912","count.91913","count.92111","count.92911","count.92912","count.92913","count.99111","count.99112","count.99113","count.99911","count.99912","count.99913","count.11311","count.11312","count.11313","count.19111","count.19112","count.91311","count.91312","count.91313","count.99311","count.99312","count.99313","count.99991","count.99992","count.99993","NUTS_ID"
1,54917,26909,623987,14699,5711,97609,8923,2108,67409,7607,521,80930,15,5835,16,23306,7763,10199,112622,14268,4228,128971,2,9409,8332,69211,937,95,4897,39709,8183,103259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"DE80"
2,151780,119560,1597066,55810,17476,249496,0,0,0,0,0,0,976,7629,1181,43530,56121,44076,542642,34555,10811,73995,0,0,0,0,4691,5930,59914,92493,16693,229160,107762,127112,1966488,35,32,19695,19243,278373,14411,4582,59858,74,2,1138,"SE22"
