"ID","count.12911","count.12912","count.12913","count.92913","count.11111","count.11112","count.11113","count.11311","count.11312","count.11313","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12311","count.12312","count.12313","count.92111","count.92112","count.92113","count.92311","count.92312","count.92313","count.92911","count.92912","NUTS_ID"
1,11175,104,94259,14553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SE23"
2,322283,74091,4630498,220,113780,32744,529551,952,171,8202,1774,154,61002,1462610,145545,19667742,257339,41427,2889416,0,0,0,0,0,0,0,0,"SE12"
3,508544,116348,14036796,8526130,0,0,0,0,0,0,0,0,0,3179593,844705,26368950,1534674,282843,13782576,32660,8304,319816,2975,229,4196,67889,23180,"SE31"
