"ID","count.11111","count.11112","count.11113","count.11121","count.11122","count.11123","count.11321","count.11323","count.11921","count.11922","count.11923","count.12111","count.12112","count.12113","count.12121","count.12122","count.12123","count.12311","count.12312","count.12313","count.12321","count.12322","count.12323","count.12911","count.12912","count.12913","count.12921","count.12922","count.12923","count.19121","count.19122","count.19123","count.19921","count.19922","count.19923","count.31111","count.31112","count.31113","count.31121","count.31122","count.31123","count.31321","count.31322","count.31323","count.31911","count.31913","count.31921","count.31922","count.31923","count.32111","count.32112","count.32113","count.32121","count.32122","count.32123","count.32311","count.32312","count.32313","count.32321","count.32322","count.32323","count.32911","count.32913","count.32921","count.32922","count.32923","count.39113","count.39121","count.39122","count.39123","count.39321","count.39322","count.39323","count.39913","count.39921","count.39922","count.39923","count.91121","count.91122","count.91123","count.91921","count.91922","count.91923","count.92121","count.92122","count.92123","count.92321","count.92322","count.92323","count.92921","count.92922","count.92923","count.92991","count.92992","count.92993","count.99121","count.99122","count.99123","count.99921","count.99922","count.99923","count.99991","count.99992","count.99993","NUTS_ID"
1,18156,6255,32087,296656,60625,199483,1740,3925,7637,2307,17813,33381,10891,28321,479063,62294,890260,1089,487,924,45820,8876,154427,1508,142,99,35803,17922,16250,989,133,3234,2282,94,13367,334857,41721,169396,3625098,834880,1707316,25947,3260,12389,4,9,76783,29965,127116,38806,7987,21481,13104206,3527777,9085209,996,89,207,204449,29764,400656,3,37,116486,35643,239839,70,8312,2233,60368,166,24,553,11,7691,807,151575,26926,22422,10746,29084,17940,33633,893053,413555,414398,19238,4211,9763,258532,106751,181496,2697,51,957,945,672,10231,4829,545,75376,2310,216,3217,"IE05"
