"ID","count.11111","count.11112","count.11113","count.11131","count.11132","count.11133","count.11311","count.11312","count.11313","count.11331","count.11332","count.11333","count.11911","count.11912","count.11913","count.11931","count.11932","count.11933","count.12111","count.12112","count.12113","count.12131","count.12132","count.12133","count.12311","count.12312","count.12313","count.12331","count.12332","count.12333","count.12911","count.12912","count.12913","count.12931","count.12932","count.12933","count.19131","count.19133","count.19933","count.91111","count.91112","count.91113","count.91911","count.91912","count.91913","count.92111","count.92112","count.92113","count.92131","count.92132","count.92133","count.92931","count.92932","count.92933","count.99133","count.99933","NUTS_ID"
1,470593,54637,3650239,1056960,102520,6022276,775,289,144196,9479,329,109159,12551,1228,346203,13641,1063,241680,1916738,319341,12567587,2415768,888332,25145979,20615,2778,1269172,2230,525,54953,22391,5611,364515,107625,28523,1829376,144,103634,187811,4797,2713,65801,285,98,26664,4,14,32351,7560,2561,133117,6428,2918,57859,18784,243035,"RO22"
