"ID","count.11111","count.11112","count.11113","count.11311","count.11312","count.11313","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","NUTS_ID"
1,1750060,980997,33975788,26110,24592,655431,48783,22405,807842,4037434,983979,26373496,356623,142434,2753655,16288,2010,262387,"AT12"
2,66045,60409,1839006,5647,924,132257,7116,11468,813047,2747,4064,68222,1162,918,25756,59,48,8547,"AT13"
3,0,0,0,0,0,0,0,0,0,453572,106790,2973399,34224,5640,111171,596,282,10122,"CZ03"
4,67599,51014,1466657,171,0,4374,384,310,7678,925633,392338,15723751,51275,15789,1102347,14604,2499,210025,"CZ06"
