"ID","count.11111","count.11112","count.11113","count.11121","count.11122","count.11123","count.11221","count.11222","count.11223","count.11313","count.11321","count.11322","count.11323","count.11913","count.11921","count.11922","count.11923","count.12111","count.12112","count.12113","count.12121","count.12122","count.12123","count.12221","count.12222","count.12223","count.12311","count.12312","count.12313","count.12321","count.12322","count.12323","count.12911","count.12912","count.12913","count.12921","count.12922","count.12923","count.12993","count.19113","count.19313","count.19323","count.19913","count.19923","count.19993","count.91121","count.91122","count.91123","count.91312","count.91313","count.91913","count.91921","count.91922","count.91923","count.92113","count.92121","count.92122","count.92123","count.92311","count.92312","count.92313","count.92321","count.92322","count.92323","count.92911","count.92912","count.92913","count.92921","count.92922","count.92923","count.99113","count.99123","count.99313","count.99323","count.99913","count.99923","count.11311","count.11312","count.12211","count.12212","count.12213","NUTS_ID"
1,1739,59,1209,1962330,618053,12806545,3542,237,16326,843,67054,17907,756515,565,10582,5441,237402,5385,4418,305214,1134279,1203996,22513490,43,14,2338,6339,3024,252680,447810,141329,15337199,296,105,54769,21491,25117,764359,285,1,365,163,2245,1121,93,2524,17652,136050,22,1125,1334,31,504,12266,65090,4090,16068,231417,36,121,24435,713,3240,125885,5,32,19267,1070,3728,215952,110,133,386,161,4889,5578,0,0,0,0,0,"PT19"
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133819,1850,839914,2898,5,36397,0,0,0,56882,1153,477486,16576,106,128642,1582,10,45333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"PT1C"
3,43621,2739,306209,941828,117192,6473009,1438,205,15857,31482,90218,7179,740959,0,3986,902,131594,2179268,160253,8549295,413265,37835,4727296,1818,56,3076,219515,9332,1892229,206434,21025,4361130,42623,4492,386336,2828,483,241159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2662,20,22476,908,36166,"PT1D"
