"ID","count.11111","count.11112","count.11113","count.11121","count.11122","count.11123","count.11211","count.11212","count.11213","count.11221","count.11222","count.11223","count.11311","count.11312","count.11313","count.11321","count.11322","count.11323","count.11911","count.11912","count.11913","count.11921","count.11922","count.11923","count.12111","count.12112","count.12113","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","count.31111","count.31112","count.31113","count.31211","count.31212","count.31213","count.31311","count.31312","count.31313","count.31911","count.31912","count.31913","count.32111","count.32112","count.32113","count.32911","count.32912","count.32913","count.12211","count.12212","count.12213","NUTS_ID"
1,874055,143454,9822967,264815,6790,3152536,1876,60,13864,516,91,1093,124895,12605,2115839,15,1,17334,15019,1395,613995,3179,8,16026,109245,21753,397933,333,27,4640,3586,562,54053,282125,20745,517278,2587,14,4899,367,45,17838,41,3,2747,212677,157702,404365,12784,2630,151845,0,0,0,"EL63"
2,5525391,583616,32962918,55676,1376,647690,101888,29410,154693,0,0,0,114039,19114,2922392,0,0,0,129923,6389,947066,2264,18,10969,632086,300332,2326781,144,151,1793,22233,5071,64364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1437,272,2376,"EL64"
3,149866,7411,634862,24157,740,92054,0,0,0,0,0,0,17874,3164,303962,0,0,0,2592,545,30387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"EL54"
4,3269252,344467,13874957,1488,52,8261,20634,4334,75006,0,0,0,50443,10909,1266557,0,0,0,49559,5135,205277,0,0,0,1604249,1022814,9402664,31910,4753,105356,16287,4219,189729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3655,390,2905,"EL61"
