"ID","count.11111","count.11112","count.11113","count.11311","count.11312","count.11313","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","count.19111","count.19112","count.19113","count.19911","count.19912","count.19913","count.92111","count.92112","count.92113","count.92311","count.92312","count.92313","count.92911","count.92912","count.92913","count.99111","count.99113","count.99313","count.99911","count.99912","count.99913","count.91111","count.91112","count.91113","count.91911","count.91912","count.91913","count.91993","NUTS_ID"
1,345,51,6887,383,15,3732,128,1,29941,1993080,345072,10589089,59630,2070,322234,91081,5101,202884,621,99,5693,2497,10,32657,202240,16212,622184,1030,4,8085,217468,34905,457773,319,5071,181,16605,235,72359,0,0,0,0,0,0,0,"EE00"
2,2458691,408661,13045061,12959,333,160674,25550,3238,262844,4203,28,66680,45,0,125,154,0,239,4024,2415,4562,1201,4,2365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81161,18358,484853,45921,4927,185966,622,"LV00"
