"ID","count.11111","count.11112","count.11113","count.11121","count.11122","count.11123","count.11211","count.11212","count.11213","count.11221","count.11222","count.11223","count.11311","count.11313","count.11321","count.11322","count.11323","count.11911","count.11912","count.11913","count.11921","count.11923","count.12111","count.12112","count.12113","count.12121","count.12122","count.12123","count.12211","count.12212","count.12213","count.12221","count.12223","count.12311","count.12312","count.12313","count.12321","count.12322","count.12323","count.12911","count.12912","count.12913","count.12921","count.12923","count.19111","count.19112","count.19113","count.19211","count.19213","count.19911","count.19912","count.19913","count.91111","count.91112","count.91113","count.91211","count.91212","count.91213","count.91911","count.91912","count.91913","count.92111","count.92112","count.92113","count.92211","count.92212","count.92213","count.92911","count.92912","count.92913","count.99111","count.99112","count.99113","count.99211","count.99212","count.99213","count.99911","count.99912","count.99913","count.12922","NUTS_ID"
1,1010297,95334,20647016,26265,2911,1111137,1084316,55293,11378334,147,1,15624,39,28878,389,4,106306,13413,1385,301788,21,14979,1198077,105835,14534419,258683,60007,6624367,699957,37056,5499528,87,8659,562,247,47899,1792,151,362573,84426,4763,1018868,101,8899,937,46,206819,8,20540,3050,11,346010,2091,70,161806,558,10,41451,164,2,1978,37173,4984,423163,54490,8568,293271,18027,960,399884,1049,23,69164,75,1,12426,5533,370,415150,0,"FRJ1"
2,17578,2927,73216,63126,17557,111464,0,0,0,0,0,0,0,0,0,0,0,203,61,7701,0,0,32089,10874,169121,232254,50309,2105127,0,0,0,0,0,5770,3915,18015,12727,3530,71203,2459,274,18535,242,13476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,"FRJ2"
