"ID","count.11111","count.11112","count.11113","count.11311","count.11312","count.11313","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12311","count.12312","count.12313","count.31111","count.31112","count.31113","count.31311","count.31312","count.31313","count.31911","count.31912","count.31913","count.12911","count.12912","count.12913","NUTS_ID"
1,7119355,4983451,24898797,881083,113404,19433427,199267,57313,1942760,47,14,24137,248,229,42226,63431,49677,253806,11561,8212,188731,1652,699,33849,0,0,0,"LT02"
2,2070999,593496,6710662,612058,68606,6290272,39859,6511,346531,26526,16655,179177,3957,188,88489,0,0,0,0,0,0,0,0,0,428,204,11868,"LT01"
3,0,0,0,0,2,954,0,0,0,1589,349,44892,5078,724,404888,0,0,0,0,0,0,0,0,0,5,0,7227,"PL84"
