"ID","count.12111","count.12112","count.12113","count.12911","count.12912","count.12913","count.11911","count.11912","count.11913","count.19911","count.19912","count.19913","count.19991","count.19992","count.19993","count.91911","count.91912","count.91913","count.92911","count.92912","count.92913","count.99911","count.99912","count.99913","count.99991","count.99993","NUTS_ID"
1,11745,170,293105,1192,67,11644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"FI1D"
2,72111,3026,92243,3874782,14343,6971233,17641828,88621,36157138,191061,16681,976118,209,1,1533,1057043,21140,3314170,174312,1486,923399,219399,921,615522,558,1861,"NO07"
