"ID","count.11121","count.11122","count.11123","count.11921","count.11922","count.11923","count.12121","count.12122","count.12123","count.12921","count.12922","count.12923","count.31121","count.31122","count.31123","count.31921","count.31922","count.31923","count.32121","count.32122","count.32123","count.92913","count.92921","count.92922","count.92923","count.12913","count.92121","count.92122","count.92123","count.11111","count.11112","count.11113","count.11311","count.11312","count.11313","count.11321","count.11322","count.11323","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12311","count.12312","count.12313","count.12321","count.12322","count.12323","count.12911","count.12912","count.91111","count.91112","count.91113","count.91911","count.91912","count.91913","count.92111","count.92112","count.92113","count.92911","count.92912","count.31321","count.31322","count.31323","count.32321","count.32322","count.32323","count.32921","count.32922","count.32923","count.32911","count.32912","count.32913","NUTS_ID"
1,153113,173680,261539,6951,5311,25609,10922,5006,47433,5357,1234,290462,3237,2722,3189,519,49,582,833,648,2367,22994,630,6,149177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AT34"
2,0,0,0,0,0,0,42309,38440,184666,2182,1167,83835,0,0,0,0,0,0,17219,11748,57686,43547,1036,242,277464,1585,7858,3588,28748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"DE27"
3,1112187,1423434,6368850,6324,7375,63883,226063,304437,1659261,2042,2861,31677,0,0,0,0,0,0,0,0,0,8147,0,0,0,617655,0,0,0,1155709,1890934,8090857,23224,41097,206791,8593,9660,23136,22572,17377,211744,450372,931877,4179454,13316,22706,120749,5203,4234,30568,10440,12898,590,162,2060,347,84,3974,4503,4876,67955,818,382,0,0,0,0,0,0,0,0,0,0,0,0,"DE13"
4,952754,549214,3329872,5853,2479,42978,275256,321957,1226412,1313,971,36416,1507,4161,9068,0,0,0,81379,102435,144663,1184155,0,0,0,1240773,0,0,0,1319028,2017595,11076469,27412,76971,357430,1982,1347,31302,7734,8425,115390,1206573,2914758,12781238,55038,171219,554842,6686,6387,64592,32084,34776,824,1223,16517,110,88,13183,13654,11722,162990,988,472,266,1459,4486,5199,3207,10983,0,0,0,0,0,0,"DE14"
5,42,74,781,1374,1355,8050,213,1046,4063,4351,6615,45832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CH03"
6,4639,4188,43784,170389,312946,1634231,7609,8009,47152,297837,538707,3585092,0,0,0,58753,108031,383176,0,0,0,0,0,0,0,786787,0,0,0,214,1081,5292,0,0,0,108,342,472,6933,11697,107903,3698,8030,61200,0,0,0,578,961,6422,45396,101444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24629,62604,123624,0,0,0,"CH04"
7,13654,23646,301679,391285,475816,1806337,13851,16449,77816,279708,563897,2061229,0,0,0,294039,676599,1043953,407,653,2026,1474885,1123,3992,7111,1630753,0,0,0,7502,17308,97627,236,232,3591,384,97,15872,53119,95810,533865,15334,31119,320368,0,0,0,41,0,1579,101856,256303,0,0,0,0,0,0,0,0,0,39435,103625,0,0,0,0,0,0,561515,1674388,1908951,35245,84308,230770,"CH05"
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"DE12"
