"ID","count.11111","count.11112","count.11113","count.11311","count.11312","count.11313","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","count.19111","count.19113","count.19911","count.19912","count.19913","count.91111","count.91112","count.91113","count.91911","count.91912","count.91913","count.92111","count.92112","count.92113","count.92311","count.92313","count.92911","count.92912","count.92913","count.99111","count.99112","count.99113","count.99911","count.99912","count.99913","NUTS_ID"
1,367950,76217,632625,4948,118,23432,2572,376,19716,8726932,1462022,37787203,563177,20433,2945442,77467,4741,533115,487,6949,382,16,11862,151549,16284,132329,3240,94,183388,390240,33445,1711242,138,3312,23985,571,175739,1092,11,16288,1494,6,44069,"EE00"
