"ID","count.11111","count.11112","count.11113","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12911","count.12912","count.12913","NUTS_ID"
1,764445,61917,3539333,9664,765,92015,5620923,531240,10891516,143852,10030,685753,"FI1D"
2,283560,29659,296187,6408760,364828,8482056,724828,38228,601664,21961882,2267238,36189657,"NO07"
