"ID","count.11111","count.11112","count.11113","count.11311","count.11312","count.11313","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","count.19111","count.19112","count.19113","count.19911","count.19912","count.19913","count.92111","count.92112","count.92113","count.92911","count.92912","count.92913","count.99111","count.99112","count.99113","count.99911","count.99912","count.99913","count.92991","count.92992","count.92993","count.99991","count.99993","NUTS_ID"
1,4968,3809,61111,248,24,6355,2,12,168,3002936,944575,9833051,8565,589,271270,14711,10512,83139,1078,3,3699,699,69,2956,27399,4230,42210,3740,2675,6717,208,1,2511,317,9,490,0,0,0,0,0,"PL62"
2,0,0,0,0,0,0,0,0,0,159289,70544,1287963,0,0,0,15392,5313,73342,691,5,542,549,2,3483,13146,1129,165419,10944,2927,334430,102,2,4693,2024,80,38645,507,4,4784,7,459,"PL63"
