"ID","count.11121","count.11122","count.11123","count.11911","count.11912","count.11913","count.11921","count.11922","count.11923","count.12111","count.12112","count.12113","count.12121","count.12122","count.12123","count.12911","count.12912","count.12913","count.12921","count.12922","count.12923","count.11111","count.11112","count.11113","count.11211","count.11212","count.11213","count.11221","count.11222","count.11223","count.12221","count.12222","count.12223","count.31121","count.31122","count.31123","count.31221","count.31222","count.31223","count.31921","count.31922","count.31923","count.32121","count.32122","count.32123","count.32221","count.32222","count.32223","count.32921","count.32922","count.32923","count.91111","count.91112","count.91113","count.91121","count.91122","count.91123","count.91211","count.91212","count.91213","count.91221","count.91222","count.91223","count.91911","count.91912","count.91913","count.91923","count.92111","count.92112","count.92113","count.92121","count.92122","count.92123","count.92211","count.92212","count.92213","count.92223","count.92911","count.92912","count.92913","count.92921","count.92922","count.92923","count.12212","count.12213","count.12211","NUTS_ID"
1,6658,18,19963,3461,1113,16742,118101,1836,286252,743,569,41815,159387,3183,315350,46220,13033,218379,1107319,53964,3796098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CH05"
2,2472737,599894,16638265,87,2,18345,81887,8139,609679,266027,273056,3967347,6668835,617500,17566078,1615,2220,307933,801260,29706,7065562,3233,3122,166038,11,26,1563,2457,5760,78916,3963,8852,146814,12015,18481,161693,14,309,567,28,32,4049,45667,138735,533257,361,1287,3012,5881,13257,76303,2167,1381,32112,9407,2145,228878,7,29,3158,9,72,3214,372,207,12379,345,87,204,17630,7,35,3923,16,45,2340,810,41,132,291109,1,6,3462,0,0,0,"ITC4"
3,322941,75859,1521491,1,0,8796,87,44,9262,1924,1855,61241,4283,10546,212546,9,9,248987,218,281,211704,908,951,76263,42,157,467,0,0,3515,88,276,13621,91016,97469,371124,0,0,0,263,722,1515,506,1063,2512,0,0,0,0,0,0,3,3,1231,0,0,0,0,0,668,0,0,0,3,6,2440,0,0,0,803,0,0,0,4,3,325,0,1,3,151871,0,0,0,11,323,0,"ITH3"
4,2727,2337,9165,0,0,0,54,29,188250,45954,18587,250917,348103,1612,477867,3136,1,9216,74393,594,711212,2650,3298,5927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ITH1"
5,1677052,227246,8646158,74,44,7776,51685,3182,655972,338580,136505,2807011,2336492,187872,6432290,3377,1464,71391,238526,3788,2591157,67247,34426,1489197,102,202,4548,263,582,20911,658,1849,26125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,309,9711,128,"ITH2"
