"ID","count.11111","count.11112","count.11113","count.11211","count.11212","count.11213","count.11311","count.11312","count.11313","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12211","count.12212","count.12213","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","count.31111","count.31112","count.31113","count.31311","count.31312","count.31313","count.31911","count.31912","count.31913","count.32111","count.32112","count.32113","count.32311","count.32312","count.32313","count.32911","count.32912","count.32913","NUTS_ID"
1,4272457,990015,10480124,115070,26458,789258,263989,83218,369256,33814,5305,120851,4085694,2629230,12131106,12800,1854,45060,420411,422895,1111931,39508,26553,275748,523762,526677,1243428,105729,90706,192209,4975,3242,22501,6427981,4377457,15764173,886655,713038,1746827,44218,29380,235594,"FRG0"
2,1229159,379145,2751737,18409,3226,145333,15350,9888,17920,20316,4317,84354,1240675,322232,2891770,1912,131,5489,67921,33481,387690,941,88,9295,53000,53485,181098,6441,3199,17400,7,0,2412,2861188,2895290,8791064,487113,470070,1250543,9679,8308,37094,"FRD1"
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4212,13996,34975,1221,1480,2311,0,0,0,224424,210914,596032,116995,100939,219674,2315,1218,9967,"FRH0"
