"ID","count.11111","count.11112","count.11113","count.12111","count.12112","count.12113","count.12311","count.12312","count.12313","count.11121","count.11122","count.11123","count.11211","count.11212","count.11213","count.11911","count.11912","count.11913","count.11921","count.11922","count.11923","count.12121","count.12122","count.12123","count.12211","count.12212","count.12213","count.12911","count.12912","count.12913","count.12921","count.12922","count.12923","count.11311","count.11312","count.11313","count.11321","count.11323","count.12321","count.12323","NUTS_ID"
1,3826,7027,13769,41274,23257,409391,6374,9254,165604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"FRI1"
2,1955090,72893,7955399,464253,19974,1160002,0,0,0,687690,1076,543249,16878,8812,443456,117149,1069,431305,137476,26,820051,278994,304,499143,6895,8106,193853,53220,1038,208858,77195,3,590638,0,0,0,0,0,0,0,"ES24"
3,875146,20547,2793225,1433121,29857,4093668,0,0,0,1112585,353,669059,0,0,0,37134,482,62537,102477,0,61299,606397,150,599808,0,0,0,221957,703,377755,237140,25,440299,0,0,0,0,0,0,0,"ES51"
4,5771591,1365121,14332800,7369751,2714919,19148065,149424,131632,452200,2230837,38186,3672674,63372,17100,212499,98054,773,139815,256145,443,486477,3171034,59559,4216936,12949,1913,39167,225550,29940,551361,598751,3314,1160541,15751,12455,24714,529,1814,1789,10460,"FRJ2"
