"ID","count.12111","count.12112","count.12113","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","count.19111","count.19112","count.19113","count.19311","count.19312","count.19313","count.19911","count.19912","count.19913","count.19991","count.19992","count.19993","count.92111","count.92112","count.92113","count.92311","count.92312","count.92313","count.92911","count.92912","count.92913","count.92993","count.99111","count.99112","count.99113","count.99311","count.99312","count.99313","count.99911","count.99912","count.99913","count.99991","count.99992","count.99993","NUTS_ID"
1,4007147,192993,37639323,319544,13895,2933090,139976,4907,1166892,70572,2632,638673,26596,1086,243786,115649,3495,1125658,76,3,9099,80330,4603,873761,23475,797,132250,35621,1391,479465,4620,10455,168,154917,12696,180,128834,203310,5001,2711867,5053,165,117198,"FI19"
2,701090,24249,5382366,209627,6377,1720396,10412,124,112464,12252,82,153501,7344,254,65401,8015,96,89914,0,0,0,12576,410,149522,5265,220,58685,10469,161,111990,933,10518,204,151106,1353,39,9059,31116,243,378989,2016,87,18462,"FI1D"
