"ID","count.12111","count.12112","count.12113","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","count.12921","count.12922","count.12923","count.12121","count.12123","count.12321","count.12322","count.12323","NUTS_ID"
1,34850,2172,722473,10806,133,307878,3114242,382379,48400165,44185,116,695071,0,0,0,0,0,"NO02"
2,0,0,0,0,0,0,229685,74255,4684029,5,0,551,0,0,0,0,0,"NO08"
3,1419254,42254,20629380,1031440,15317,16147030,90160,2032,1753125,6,0,2494,1858,60659,7112,35,94849,"SE31"
