"ID","count.11121","count.11122","count.11123","count.11321","count.11322","count.11323","count.11921","count.11922","count.11923","count.12121","count.12122","count.12123","count.12321","count.12322","count.12323","count.12921","count.12922","count.12923","count.19121","count.19122","count.19123","count.19321","count.19322","count.19323","count.19921","count.19922","count.19923","count.92121","count.92122","count.92123","count.92921","count.92922","count.92923","count.99121","count.99122","count.99123","count.99921","count.99922","count.99923","count.32121","count.32122","count.32123","count.32321","count.32322","count.32323","count.32921","count.32922","count.32923","count.39923","count.92321","count.92322","count.92323","count.99323","NUTS_ID"
1,49998,38722,370911,2604,535,36478,40,284,274,276257,192385,1503267,25046,8782,263053,3788,5976,57408,6732,12865,94146,1561,3585,21764,3079,10032,28111,7329,27786,89261,79,237,13267,2082,7287,18928,1110,6495,18847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ES11"
2,0,0,0,0,0,0,0,0,0,1586401,1571929,14594465,167773,92960,1868817,46586,60494,913591,0,0,0,0,0,0,0,0,6195,64324,124949,943924,12544,26069,265072,0,0,406,0,0,23881,417122,482567,7580116,14818,16551,539283,10247,21300,381497,5481,2309,5702,17708,81,"PT11"
