"ID","count.11111","count.11112","count.11113","count.11211","count.11212","count.11213","count.11311","count.11312","count.11313","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12911","count.12912","count.12913","count.31111","count.31112","count.31113","count.31211","count.31212","count.31213","count.31311","count.31312","count.31313","count.32111","count.32112","count.32113","count.32311","count.32312","count.32313","count.32911","count.32912","count.32913","count.12211","count.12212","count.12213","count.12311","count.12312","count.12313","count.31911","count.31912","count.31913","count.32211","count.32212","count.32213","NUTS_ID"
1,80000,27664,563430,4046,4519,83003,1786,173,16041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"FRB0"
2,20743,8893,220701,3321,1018,43090,0,0,0,438,21,574,430,236,15770,1,7,2559,182934,102121,1074551,1024,510,36416,1698,1297,2552,554226,364892,1619003,55227,34657,72075,829,579,5492,0,0,0,0,0,0,0,0,0,0,0,0,"FRG0"
3,6230170,1911620,37323854,438917,204926,5962492,219861,67452,472966,85687,11651,361618,4232849,1073727,13909991,36492,3482,143720,1586281,586291,4169599,16693,6303,171300,11729,2274,15195,4139049,1319558,7047217,656767,260016,798768,22973,6201,96639,27335,16318,287817,250796,77228,481142,7415,1743,34879,285,132,2035,"FRI3"
