"ID","count.11111","count.11112","count.11113","count.11131","count.11132","count.11133","count.11211","count.11212","count.11213","count.11231","count.11232","count.11233","count.11911","count.11912","count.11913","count.11931","count.11932","count.11933","count.12111","count.12112","count.12113","count.12131","count.12132","count.12133","count.12211","count.12212","count.12213","count.12231","count.12232","count.12233","count.12911","count.12912","count.12913","count.12931","count.12932","count.12933","count.19911","count.19913","count.91111","count.91112","count.91113","count.91133","count.91211","count.91212","count.91213","count.91233","count.91911","count.91912","count.91913","count.91931","count.91933","count.92111","count.92112","count.92113","count.92211","count.92212","count.92213","count.92911","count.92912","count.92913","count.99911","count.99913","NUTS_ID"
1,2554713,28806,14128210,23835,1345,222255,3552212,124724,32893209,19381,1972,793159,314542,10020,1428185,5821,192,46292,520215,17694,3748561,8535,6080,456004,307524,17845,5077893,346,74,16156,89286,5993,971889,3230,1286,66582,270,579,111756,1360,406618,300,60776,1642,416710,2600,26123,1293,282341,217,16278,17035,449,71690,18855,376,103800,9385,1049,102969,1,2116,"ES61"
