"ID","count.11111","count.11112","count.11113","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","count.11123","count.11311","count.11312","count.11313","count.12121","count.12122","count.12123","count.12321","count.12322","count.12323","count.12921","count.12922","count.12923","count.32111","count.32112","count.32113","count.32121","count.32122","count.32123","count.32311","count.32312","count.32313","count.32322","count.32323","NUTS_ID"
1,9845,2686,33157,531,15,2993,688793,171297,4222764,20434,4790,162457,816,865,8501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CZ02"
2,26745,4151,96091,316,68,1902,10933217,4549653,51120368,870462,336714,2760236,81934,21999,702226,632,1389,1306,3200,488470,129794,2366183,66490,33148,117238,286,278,10760,3251,7456,12695,0,0,0,0,0,0,0,0,"CZ03"
3,172,78,3,0,0,0,1390950,346177,4108666,582591,158191,626479,6734,1240,53536,0,2787,0,1110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CZ04"
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,1389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"DE22"
5,12687,18260,195334,470,503,11527,598229,1765041,6218131,133330,454175,1505629,4721,5073,51206,0,3775,14799,84261,93718,94810,986121,16995,23676,67438,0,0,0,25112,83530,134650,82,155,6973,2531,10746,16048,643,832,"DE23"
