"ID","count.11111","count.11112","count.11113","count.11121","count.11122","count.11123","count.11211","count.11212","count.11213","count.11311","count.11312","count.11313","count.11321","count.11322","count.11323","count.11911","count.11912","count.11913","count.11921","count.11922","count.11923","count.12111","count.12112","count.12113","count.12121","count.12122","count.12123","count.12211","count.12212","count.12213","count.12311","count.12312","count.12313","count.12321","count.12322","count.12323","count.12911","count.12912","count.12913","count.12921","count.12922","count.12923","count.19111","count.19112","count.19113","count.19211","count.19212","count.19213","count.19911","count.19912","count.19913","count.31111","count.31112","count.31113","count.31311","count.31312","count.31313","count.32111","count.32112","count.32113","count.32311","count.32312","count.32313","count.91111","count.91112","count.91113","count.91211","count.91212","count.91213","count.91911","count.91912","count.91913","count.92111","count.92112","count.92113","count.92313","count.92911","count.92912","count.92913","count.99111","count.99112","count.99113","count.99911","count.99912","count.99913","count.92211","count.92212","count.92213","count.99211","count.99212","count.99213","NUTS_ID"
1,2848530,948480,12428747,237150,80529,1436275,82135,7247,151483,13268,14108,221126,23990,5617,388864,85323,23778,318612,2537,661,9587,1603338,632719,12462599,533244,190919,6708718,13364,2765,23446,25785,13247,1036796,63729,20105,2593615,63508,25467,414832,2100,548,47043,3306,1766,43401,22,10,172,4076,1122,78637,42783,78030,71010,9434,22191,3677,18375,32995,25563,8,1140,50,204023,76079,481886,8482,240,9085,10676,2036,30084,139105,79191,681501,1650,52862,15772,124953,1774,645,20417,4676,1302,40574,0,0,0,0,0,0,"ITF6"
2,21434,3340,116308,0,0,0,0,0,0,0,0,0,0,0,0,1,0,54,0,0,0,65825,10365,210726,0,0,0,384,295,521,0,0,0,0,0,0,1713,636,12531,0,0,0,635,116,5237,0,0,0,142,73,2229,0,0,0,0,0,0,0,0,0,0,0,0,25471,1705,138654,0,0,0,181,158,1488,25996,5473,162600,0,4027,2943,52563,265,69,3936,303,117,11329,3337,855,14303,346,32,656,"ITG1"
