"ID","count.11111","count.11112","count.11113","count.11311","count.11312","count.11313","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","count.19111","count.19112","count.19113","count.19311","count.19312","count.19313","count.19911","count.19912","count.19913","count.92111","count.92112","count.92113","count.92311","count.92312","count.92313","count.92911","count.92912","count.92913","count.99111","count.99112","count.99113","count.99311","count.99312","count.99313","count.99911","count.99912","count.99913","count.31911","count.31912","count.31913","count.32911","count.32912","count.32913","NUTS_ID"
1,800843,100265,7680851,3747,868,143245,2819,132,66412,3977062,515092,17241895,14558,2007,295843,39444,2581,303565,102813,6563,602088,11,5,18750,1959,702,59067,29228,20126,90059,762,1067,3068,219,112,2963,3643,1126,11113,291,80,1132,1775,169,4831,0,0,0,0,0,0,"BG34"
2,1966,56,14780,0,0,552,1717312,90140,5304846,24404,3585,171380,689,212,33613,11403708,884233,44285732,5323,841,43774,0,0,0,1840,38,26263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87711,15942,200266,645794,50374,833661,"TR21"
