"ID","count.11111","count.11112","count.11113","count.11311","count.11312","count.11313","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12911","count.12912","count.12913","count.19111","count.19112","count.19113","count.19911","count.19912","count.19913","count.91111","count.91112","count.91113","count.91311","count.91312","count.91313","count.91911","count.91912","count.91913","count.92111","count.92112","count.92113","count.92311","count.92313","count.92911","count.92912","count.92913","count.99111","count.99112","count.99113","count.99911","count.99912","count.99913","count.99993","count.92991","count.92992","count.92993","count.11991","count.11992","count.11993","count.12991","count.12992","count.12993","count.19991","count.19992","count.19993","count.91991","count.91992","count.91993","count.99991","count.99992","NUTS_ID"
1,256703,17063,510878,5102,85,5163,8833,1973,13819,246347,14002,357333,14337,3004,39662,541,31,1458,9649,226,24224,170412,3846,236917,2411,1,2397,10118,156,19320,77759,7597,174299,1523,1587,30075,771,79900,7266,267,23263,18606,275,58648,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"EL41"
2,58728,7105,696277,0,0,0,3785,139,23227,39459,8175,660088,3001,1055,75245,55,6,690,23,1,4264,220,34,6740,0,0,0,704,605,8505,10092,2202,83273,0,0,7134,862,61366,522,0,1740,3688,731,34463,2169,5,108,1096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"EL51"
3,0,0,0,0,0,0,337500,39704,1195573,0,0,0,57169,6302,177271,0,0,0,71979,5047,137843,0,0,0,0,0,0,4967,360,39324,0,0,0,0,0,1694,101,4759,0,0,0,32932,1477,93280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"TR21"
4,0,0,0,0,0,0,3914,712,25207,0,0,0,61874,16976,325402,0,0,0,11294,564,36089,0,0,0,0,0,0,23698,8742,181749,0,0,0,0,0,26938,10232,154119,0,0,0,5447,153,26442,58447,311040,12130,165133,545007,37473,518335,915352,24571,397756,46665,8839,37048,72455,2729,35887,26225,3282,"TR22"
