"ID","count.12111","count.12112","count.12113","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","count.19111","count.19112","count.19113","count.19911","count.19913","count.19912","count.92111","count.92112","count.92113","count.92311","count.92312","count.92313","count.92911","count.92912","count.92913","NUTS_ID"
1,3437081,156093,23650645,910478,27539,6601045,99212,9769,1769795,267,36,382,47,280,0,0,0,0,0,0,0,0,0,0,"SE32"
2,4654884,345097,43378064,812975,24112,8610770,154978,14106,4264178,0,0,0,57,921,1,62081,23236,490243,6304,564,55713,4181,663,396254,"SE31"
