"ID","count.11111","count.11112","count.11113","count.11211","count.11212","count.11213","count.11311","count.11312","count.11313","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12211","count.12212","count.12213","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","count.11121","count.11122","count.11123","count.11321","count.11322","count.11323","count.12121","count.12122","count.12123","count.12321","count.12322","count.12323","count.12921","count.12922","count.12923","count.11921","count.11922","count.11923","count.31111","count.31112","count.31113","count.32111","count.32112","count.32113","count.31211","count.31212","count.31213","count.31311","count.31312","count.31313","count.31911","count.31912","count.31913","count.32311","count.32313","NUTS_ID"
1,245334,46301,2210540,749,25,3177,283,45,1547,1355,875,12154,580402,85648,7671482,908,115,4526,17,1,10607,12572,1103,158320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"DEB3"
2,389153,34068,741705,1436,245,4884,0,0,0,681,173,4534,13949,2891,36060,153,3,779,0,0,0,0,0,310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"DEC0"
3,103477,26370,1156282,0,0,0,870,156,2067,3161,1173,46112,728389,304108,4794830,0,0,0,9220,1726,96239,40284,13363,399381,5467,801,55561,3088,453,11962,648474,77593,4767514,227681,43641,1296887,5078,642,12680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"DE13"
4,121620,21616,553799,0,0,0,0,0,0,4113,203,36050,700479,89698,3967588,0,0,0,4702,90,86281,51438,2993,446527,0,0,0,0,0,0,250090,6215,3967974,13199,604,134634,190,1,12809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"DE12"
5,3277415,756918,11806023,7867,1518,19094,74687,12676,132366,20974,4234,109534,1888993,658949,19167046,0,0,0,12770,2744,75783,130152,30297,1286260,28108,10242,421950,247,15,4298,298002,88058,4838265,2407,867,12115,0,0,0,959,374,8667,10050,2651,35246,1645,246,14716,0,0,0,0,0,0,0,0,0,0,0,"FRF1"
6,2328293,381037,4400528,8356,1280,21570,30465,5115,66953,46080,4865,145219,428245,43499,4186421,828,460,1527,4183,175,20984,4095,5,30010,4692,2825,76515,0,0,0,170486,44847,3819350,9868,6251,17881,0,0,0,0,0,0,201042,37231,397275,11920,889,105904,307,114,2079,4643,185,9666,10769,815,11416,236,420,"FRF3"
