"ID","count.11111","count.11112","count.11113","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","NUTS_ID"
1,2543,1089,66446,1848,165,26501,7447040,3541810,65337766,48023,20620,698529,287898,50158,2154972,"PL61"
2,8407,5273,36639,0,0,0,1723533,1099120,16439734,29448,20843,493137,39577,11149,407732,"PL41"
