"ID","count.11111","count.11112","count.11113","count.11211","count.11212","count.11213","count.11311","count.11312","count.11313","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12211","count.12212","count.12213","count.12313","count.12911","count.12912","count.12913","count.12991","count.12992","count.12993","count.19111","count.19112","count.19113","count.19311","count.19312","count.19313","count.19911","count.19912","count.19913","count.19991","count.19992","count.19993","count.91111","count.91112","count.91113","count.91311","count.91312","count.91313","count.91911","count.91912","count.91913","count.91993","count.92111","count.92112","count.92113","count.92911","count.92912","count.92913","count.99111","count.99112","count.99113","count.99911","count.99912","count.99913","count.91991","count.92991","count.92992","count.92993","count.99991","count.99992","count.99993","NUTS_ID"
1,420889,23462,4828731,4618,2089,202997,3770,76,67004,23472,1213,237877,58533,17030,1218724,5272,2050,132960,1,3536,1176,131366,3,4,1948,2525,400,86165,35,1,4806,4029,689,78556,15,153,1790,28441,4964,566268,3353,113,13184,27889,1329,163496,80,617,605,11159,3947,227,18861,23,13,4287,5401,194,184981,0,0,0,0,0,0,0,"EL41"
2,0,0,0,0,0,0,0,0,0,1318167,20528,6547828,0,0,0,0,0,0,0,2649651,117090,7578837,280,0,131,0,0,0,0,0,0,34851,1361,388268,1969,27,2406,0,0,0,0,0,0,325295,4162,1756300,58610,0,0,0,349272,5297,1224277,0,0,0,46444,1777,216602,52,65101,1980,196253,5759,334,60033,"TR31"
