"ID","count.12111","count.12112","count.12113","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","count.11111","count.11112","count.11113","count.11311","count.11312","count.11313","count.11911","count.11912","count.11913","count.92111","count.92112","count.92113","count.92311","count.92312","count.92313","count.92911","count.92912","count.92913","NUTS_ID"
1,442117,24440,5992102,138707,10349,1438662,24850,1653,1916215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"FI1C"
2,2058792,89646,31386427,325459,18397,4494087,137208,2681,15750191,727,10,19717,1044,1440,30160,295,185,1270,14104,964,278025,3222,139,50339,2713,17,1482014,"FI1D"
