"ID","count.12111","count.12112","count.12113","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","count.11111","count.11112","count.11113","count.11911","count.11912","count.11913","NUTS_ID"
1,3003235,162024,9116252,78339,3796,704101,55587,1819,163883,0,0,0,0,0,0,"RO22"
2,22753227,1991954,49956348,1580099,155619,8409546,252677,33669,1117747,24299,3435,64926,1533,131,2728,"RO21"
