"ID","count.11111","count.11112","count.11113","count.11311","count.11313","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","count.11312","NUTS_ID"
1,532572,26037,1582650,211,10518,4386,24,13569,611618,36999,1945105,2130,23,115556,31427,1169,50832,0,"BG41"
2,0,0,0,0,0,0,0,0,297557,49994,1458170,328,3902,28390,71,2,112882,0,"EL52"
3,6832,8,20187,161,8266,8223211,477494,16817152,51288,434,393549,1263,1,10750,16295667,1157390,49620224,1,"MK00"
