"ID","count.11111","count.11112","count.11113","count.11311","count.11312","count.11313","count.11913","count.12111","count.12112","count.12113","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","NUTS_ID"
1,3332,86,347689,631,3,43933,5192,35231,2149,1403742,4859,731,184243,609,70,152321,"FI1D"
