"ID","count.11111","count.11112","count.11113","count.11311","count.11312","count.11313","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","NUTS_ID"
1,454414,303502,4135202,113125,92919,1145718,38617,4223,84314,2800689,1417686,16028750,562705,212298,8040462,132920,21086,1031551,"DE40"
2,0,0,0,0,0,0,0,0,0,265706,78640,924631,61403,7963,632651,7430,4679,16650,"PL42"
3,13670,1533,106350,5456,627,66344,48,15,5010,7228894,1477731,26092102,2338795,382492,22497542,213659,28575,921223,"PL43"
