"ID","count.11111","count.11112","count.11113","count.11121","count.11122","count.11123","count.11211","count.11212","count.11213","count.11313","count.11911","count.11912","count.11913","count.11921","count.11923","count.12111","count.12112","count.12113","count.12121","count.12122","count.12123","count.12211","count.12212","count.12213","count.12313","count.12911","count.12912","count.12913","count.19111","count.19112","count.19113","count.19211","count.19212","count.19213","count.19911","count.19912","count.19913","count.31111","count.31112","count.31113","count.31121","count.31122","count.31123","count.31211","count.31212","count.31213","count.31313","count.31911","count.31912","count.31913","count.32111","count.32112","count.32113","count.32121","count.32122","count.32123","count.32211","count.32212","count.32213","count.32313","count.32911","count.32912","count.32913","count.39111","count.39112","count.39113","count.39211","count.39212","count.39213","count.39911","count.39912","count.39913","count.91111","count.91112","count.91113","count.91121","count.91123","count.91211","count.91212","count.91213","count.91313","count.91911","count.91912","count.91913","count.92111","count.92112","count.92113","count.92121","count.92123","count.92211","count.92212","count.92213","count.92911","count.92912","count.92913","count.99111","count.99112","count.99113","count.99211","count.99212","count.99213","count.99911","count.99912","count.99913","count.99991","count.99992","count.99993","NUTS_ID"
1,777204,12303,4051230,71597,45,1390311,35240,930,168836,2703,103372,683,293711,5579,398137,186713,4660,757431,4396,1,58249,96998,1623,184802,3297,26048,442,61314,16728,630,20519,4312,95,9039,16420,540,43284,1387410,86824,6676202,60353,320,1114250,34751,6042,347570,60,18940,434,45350,1416514,140695,6822354,9702,21,243642,272742,44692,2594627,3940,13111,3104,106031,48132,1441,131925,14662,2371,65777,34713,4108,94975,135249,4246,348634,74,69542,2945,526,56939,2500,14809,483,42956,246615,15942,581454,12,135,34262,5972,184874,57165,11945,117005,136863,6592,253489,26649,594,154383,84582,652,239794,2857,2,8446,"EL43"
