"ID","count.11111","count.11112","count.11113","count.11311","count.11312","count.11313","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","NUTS_ID"
1,212722,20731,972704,498,10,26866,27849,292,33584,5835731,708546,33895049,26939,3577,764071,254919,17780,1225146,"PL51"
2,26476,4079,190689,17,18,1812,310,18,4634,2671782,407168,19233309,160150,35758,2478378,71198,7644,344049,"PL52"
3,1128,38,16695,0,0,0,0,0,0,526773,74801,2848075,13846,1602,309582,1283,88,3719,"PL71"
4,61447,26957,396755,3,8,784,436,35,2268,2887310,1565215,21053720,13463,2515,244703,29831,6058,246359,"PL41"
