"ID","count.11111","count.11112","count.11113","count.11311","count.11312","count.11313","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","count.91111","count.91112","count.91113","count.91313","count.91911","count.91912","count.91913","count.92111","count.92112","count.92113","count.92313","count.92911","count.92912","count.92913","NUTS_ID"
1,1411,8,54131,460,1,9127,2237,23,1748937,3230897,594003,17081282,95485,10079,1202098,28807,4550,265154,434,1,31936,1030,3638,3,8842139,29564,1317,268317,2220,3190,64,97235,"EE00"
