"ID","count.12111","count.12112","count.12113","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","count.11111","count.11112","count.11113","count.11311","count.11312","count.11313","count.11911","count.11912","count.11913","count.91111","count.91112","count.91113","count.91911","count.91912","count.91913","count.92111","count.92112","count.92113","count.92311","count.92312","count.92313","count.92911","count.92912","count.92913","NUTS_ID"
1,657823,114,5071261,188785,40,1269198,6468,22,88743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SE32"
2,4442063,46081,52500297,2371139,36320,23068258,111442,2031,3731928,250279,65285,2410555,137514,21320,1183064,18736,3181,1401732,316,677,6681,120,272,284609,904,842,31822,42,15,9405,54,5,580557,"SE31"
