"ID","count.11111","count.11112","count.11113","count.11311","count.11312","count.11313","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","NUTS_ID"
1,419244,39003,6154218,75136,2204,781321,3926,438,65135,4154462,357897,56959517,716747,62010,9878739,81530,13148,2675186,"FI1D"
2,173936,56146,2906526,24417,5453,282100,5891,2329,98075,632740,83194,10267717,183354,25931,2517488,15776,2932,276134,"SE33"
