"ID","count.11111","count.11112","count.11113","count.11121","count.11122","count.11123","count.11211","count.11212","count.11213","count.11311","count.11312","count.11313","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12121","count.12122","count.12123","count.12211","count.12212","count.12213","count.12911","count.12912","count.12913","count.19111","count.19112","count.19113","count.19911","count.19912","count.19913","count.31111","count.31112","count.31113","count.31211","count.31212","count.31213","count.32111","count.32112","count.32113","count.91111","count.91112","count.91113","count.91911","count.91912","count.91913","count.92111","count.92112","count.92113","count.92911","count.92912","count.92913","count.99111","count.99112","count.99113","count.99911","count.99912","count.99913","NUTS_ID"
1,3546504,677767,19177553,1784,107,65004,469533,140115,1415834,76,2,76922,57936,7105,237458,3110936,1089682,10793479,8144,2525,564165,55752,14729,132855,240199,84412,1057873,3,6,2584,1408,65,45267,9039,1311,140093,16089,8238,93355,461,7,37216,31995,2637,147568,10514,2736,76373,107314,18274,401889,23917,4916,290732,130,37,4247,156,25,25403,"ITI1"
