"ID","count.12111","count.12112","count.12113","count.12211","count.12212","count.12213","count.12911","count.12912","count.12913","count.19111","count.19112","count.19113","count.19911","count.19912","count.19913","count.92111","count.92112","count.92113","count.92211","count.92212","count.92213","count.92911","count.92912","count.92913","count.92991","count.92993","count.99111","count.99113","count.99211","count.99213","count.99911","count.99912","count.99913","count.99991","count.99993","count.11111","count.11112","count.11113","count.11211","count.11212","count.11213","count.11311","count.11312","count.11313","count.11911","count.11912","count.11913","count.12311","count.12312","count.12313","count.19211","count.19212","count.19213","count.91111","count.91112","count.91113","count.91211","count.91212","count.91213","count.91911","count.91912","count.91913","count.99112","count.99212","count.99992","count.19991","count.19993","NUTS_ID"
1,292072,579,276077,21662,4,8934,25681,169,38051,656,1,2478,3111,2,10329,467790,3815,268744,132106,1459,73717,122412,219,138119,266,603,93,1183,801,2726,38913,14,188331,289,661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"EL42"
2,521559,19192,2186461,56758,7754,127845,37702,4497,117061,38845,650,181156,6729,96,70154,18072,984,238729,16593,492,38661,6184,364,54769,0,0,56462,300477,3443,15127,31193,671,362267,1058,5260,743328,40594,2874423,317586,39400,379828,760,9,1731,27553,1228,75750,465,6,2029,24501,1790,10425,52083,521,109312,2771,3,3326,14642,408,37800,933,286,659,0,0,"EL64"
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6417,58,363831,0,0,0,0,0,2500,0,0,2500,0,0,0,0,0,0,11,0,2623,0,0,0,0,0,0,0,0,0,0,0,"EL65"
4,1510009,64526,7275202,1019140,50920,3073669,274164,27507,2406841,16326,271,260638,14256,1119,177015,79819,6244,303800,93933,14776,352161,48718,3577,292907,0,0,131691,536301,36694,201281,83722,3039,529844,2142,17792,302066,23804,4448130,173432,18225,1134351,0,0,0,68027,6723,686758,505,122,4373,4594,215,23051,28496,591,277222,29137,732,124685,8014,386,78920,1857,3507,855,674,1287,"EL30"
