"ID","count.11111","count.11112","count.11113","count.12111","count.12112","count.12113","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","count.92111","count.92112","count.92113","count.92911","count.92912","count.92913","count.11311","count.11312","count.11313","count.11911","count.11913","count.11912","count.19111","count.19112","count.19113","count.19911","count.19912","count.19913","count.31111","count.31112","count.31113","count.31311","count.31312","count.31313","count.31911","count.31912","count.31913","count.32111","count.32112","count.32113","count.32311","count.32312","count.32313","count.32911","count.32912","count.32913","count.91111","count.91112","count.91113","count.91911","count.91912","count.91913","count.19311","count.19312","count.19313","count.39111","count.39112","count.39113","count.39911","count.39912","count.39913","count.92311","count.92312","count.92313","count.99111","count.99112","count.99113","count.99911","count.99912","count.99913","NUTS_ID"
1,10162,7478,30546,213257,253677,526962,537,449,514,2091,805,5892,37406,8569,36815,758,48,1601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"DEF0"
2,12089,20125,246973,432101,763515,5351091,1118,1950,25407,14298,12014,93428,0,0,0,0,0,0,356,729,17302,10,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"DE92"
3,888695,1978561,10629056,4536385,8196818,21934244,726486,1549911,2729843,63528,54058,403316,81297,77890,257959,12085,6782,37296,112981,401672,1505432,12875,97831,10844,7395,1320,57720,1023,8111,2402,50278,147208,496428,32492,104852,220936,1593,1016,8227,539119,1320819,1713304,125867,402437,552692,6691,4851,29001,4120,3836,15664,175,182,5276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"DE93"
4,24879,16480,288417,619132,454920,1633775,2146,3962,16389,92142,45362,725948,0,0,0,0,0,0,3249,4672,16053,1579,13085,766,8401,2541,19588,1136,343,22042,0,0,0,0,0,0,0,0,0,1895,1303,7082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"DE50"
5,160476,330736,2864009,967714,1476787,5054610,33923,48546,387103,25982,25762,181550,124788,162341,94430,30909,9534,27532,8993,22713,279699,9396,65679,10501,18617,6463,72844,5743,7726,47477,35200,71153,385092,1590,897,22088,442,407,1513,1953153,3146656,1910806,198149,257437,151680,50976,63277,74409,0,0,0,0,0,0,5591,13038,15795,6769,2946,4903,2597,1914,3001,1375,1733,716,364,990,571,4587,716,4883,"DE94"
