"ID","count.12111","count.12113","count.12911","count.12913","count.11111","count.11112","count.11113","count.11311","count.11312","count.11313","count.11911","count.11912","count.11913","count.12112","count.12123","count.12311","count.12312","count.12313","count.12912","count.12923","NUTS_ID"
1,8000,28489,4031,19205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NO07"
2,10491522,53169208,312845,14838635,4124652,10205,12343621,43279,55,433069,92982,384,2336047,15961,21242,159908,205,1487984,1107,57364,"SE33"
