"ID","count.12111","count.12112","count.12113","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","count.19111","count.19112","count.19113","count.19311","count.19312","count.19313","count.19911","count.19912","count.19913","count.92111","count.92112","count.92113","count.92311","count.92312","count.92313","count.92911","count.92912","count.92913","count.99911","count.99912","count.99913","NUTS_ID"
1,1073818,129271,7813314,472963,37698,4346307,14726,1321,299173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"FI19"
2,1074734,180082,8045553,24493,406,264259,45741,5542,1430221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"FI1B"
3,5796411,1322486,48314777,1386422,154251,13425751,160313,26027,2859693,7537,465,59190,625,22,3654,27999,1526,147369,41477,4425,296057,1749,154,16947,17365,1554,82031,14504,2897,106724,"FI1C"
