"ID","count.11111","count.11112","count.11113","count.11311","count.11312","count.11313","count.11911","count.11912","count.11913","NUTS_ID"
1,2914689,138268,6719411,187957,3900,2022278,64145,2578,1145702,"LT02"
2,2725880,747186,13017585,508761,77686,11621096,50403,9884,851254,"LT01"
