"ID","count.11111","count.11112","count.11113","count.11211","count.11212","count.11213","count.11311","count.11312","count.11313","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12211","count.12212","count.12213","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","count.31111","count.31112","count.31113","count.31311","count.31312","count.31313","count.32111","count.32112","count.32113","count.32311","count.32312","count.32313","count.32911","count.32912","count.32913","NUTS_ID"
1,2146537,66902,8408741,11332,8,22054,782965,14009,1542374,54241,6585,172917,2107990,61634,9895261,1117,9,2980,583599,20113,1758246,20201,938,107953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ES61"
2,5074489,119152,21193728,105943,2273,522557,1221157,19977,3142125,85037,1110,264275,11599075,159450,18805956,46972,551,188204,2197096,28255,2950784,166314,884,854333,73514,307,107438,30397,25,32599,2085014,18530,720382,264446,1074,60659,19051,189,47972,"ES43"
