"ID","count.12111","count.12112","count.12113","count.12121","count.12122","count.12123","count.12311","count.12312","count.12313","count.12321","count.12322","count.12323","count.12911","count.12912","count.12913","count.12921","count.12922","count.12923","count.12993","count.19111","count.19112","count.19113","count.19311","count.19312","count.19313","count.19911","count.19912","count.19913","count.19993","count.92111","count.92112","count.92113","count.92121","count.92122","count.92123","count.92311","count.92312","count.92313","count.92321","count.92322","count.92323","count.92911","count.92912","count.92913","count.99111","count.99112","count.99113","count.99911","count.99912","count.99913","count.99991","count.99993","NUTS_ID"
1,8960,3039,169015,14217,640,144986,1191,447,22114,505,8,2006,98191,13928,1400143,121529,10239,1243769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NO08"
2,4898627,1128027,29715421,1197168,162901,7330932,3759568,680415,16994018,232200,31407,1088770,287770,42500,14208197,21705,2299,399270,1072,38222,16523,197005,2652,153,11442,44618,9821,241070,1042,321873,62569,1212131,5516,2175,14944,38101,5496,210970,988,225,3701,69477,11045,4458448,17057,1957,33072,16398,2279,127806,7,5414,"SE23"
3,47448,11306,348640,0,0,0,15197,2160,85173,0,0,0,10916,1122,1798854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,403,46,17251,0,0,0,2241,98,18369,0,0,0,1933,87,2436991,0,0,0,0,0,0,0,0,"SE31"
