"ID","count.12111","count.12112","count.12113","count.12211","count.12212","count.12213","count.12911","count.12912","count.12913","count.19111","count.19112","count.19113","count.19911","count.19912","count.19913","count.92111","count.92112","count.92113","count.92211","count.92212","count.92213","count.92911","count.92912","count.92913","count.99111","count.99112","count.99113","count.99911","count.99912","count.99913","count.99991","count.99992","count.99993","count.92991","count.92993","count.11921","count.11922","count.11923","count.12921","count.12922","count.12923","count.19921","count.19922","count.19923","count.91921","count.91922","count.91923","count.92921","count.92923","count.99921","count.99922","count.99923","NUTS_ID"
1,92764,413901,3364259,99,663,4238,15851,40700,313016,3259,2241,58173,4917,4171,57619,59655,181690,1187097,11,641,4848,21341,43435,276599,843,6685,48310,6176,13256,212659,243,227,1282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ITH3"
2,2904,30956,152891,0,0,0,291,2207,8295,0,0,0,0,0,0,4238,10158,115345,0,0,0,3869,949,41724,1362,432,14498,860,206,92327,0,0,4992,3,3675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ITH5"
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101789,52827,223633,195,416,2230,12944,13106,47082,6848,3730,16023,19,103,7032,5240,26145,"HR03"
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,331,0,0,0,0,0,"SI04"
