"ID","count.11111","count.11112","count.11113","count.11311","count.11312","count.11313","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12121","count.12122","count.12123","count.12211","count.12212","count.12213","count.12311","count.12312","count.12313","count.12321","count.12322","count.12323","count.12911","count.12912","count.12913","count.12921","count.12922","count.12923","count.11211","count.11212","count.11213","NUTS_ID"
1,87940,30562,750841,11932,6380,137968,1062,317,33605,2739777,1245726,17371284,52197,6694,810928,692,509,10955,73302,41703,700084,917,271,34746,51906,7651,283843,0,0,0,0,0,0,"DEB1"
2,79953,30511,511433,5653,2817,7550,0,0,0,687822,278759,4211733,198500,84174,1375179,0,0,0,10725,11679,107402,13843,5011,89523,14779,5115,117000,1143,156,4455,0,0,0,"DEB2"
3,960071,185461,11185789,636,142,7955,37126,2805,220667,3846274,1425423,31893113,5029,638,662584,12604,4708,126748,3931,2806,61822,0,0,0,64840,12000,689844,0,0,0,15575,5371,118338,"DEB3"
4,732591,89981,3052559,1401,142,1647,16050,1307,140196,1295258,221900,6039076,38324,3491,240928,356,225,1110,2348,615,14256,5219,233,58641,15382,562,288996,426,21,14799,262,98,2949,"DEC0"
5,49753,22049,884623,6,14,8002,8625,754,145121,89979,49398,2116201,0,0,0,0,0,0,2136,1846,70196,0,0,0,6910,1473,233664,0,0,0,0,0,0,"DE71"
6,16353,704,47885,0,0,0,0,0,0,9651,407,51494,0,0,0,0,0,0,0,0,0,0,0,0,76,10,314,0,0,0,0,0,0,"FRF3"
