"ID","count.11111","count.11112","count.11113","count.11311","count.11312","count.11313","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","count.92111","count.92112","count.92113","count.92911","count.92913","NUTS_ID"
1,2541297,2215,13918585,203781,156,1486626,79706,634,1070844,10289919,6407,46885941,1696543,4409,11490385,423461,1599,9592236,3212,1,41923,3108,257012,"SE33"
