"ID","count.11111","count.11112","count.11113","count.11211","count.11213","count.11311","count.11312","count.11313","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12121","count.12123","count.12311","count.12312","count.12313","count.11121","count.11122","count.11123","count.11921","count.11923","count.12122","count.12321","count.12323","count.12911","count.12912","count.12913","count.12921","count.12922","count.12923","count.11922","count.12322","NUTS_ID"
1,2555508,25024,2380704,2097,225,1552,31,11356,55553,173,23245,86294,1031,327548,9165,2567,1783,12,28766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"BG41"
2,2636801,272879,8741900,0,0,89919,13625,702568,32545,2146,146004,4966236,727607,23737643,153336,550483,779598,228411,6425427,168174,282,227008,12124,263,944,15,2260,95051,16991,597839,2287,3,16946,0,0,"BG31"
3,0,0,0,0,0,0,0,0,0,0,0,641447,112833,1337540,0,0,105858,18600,174042,0,0,0,0,0,0,0,0,2614,873,257403,0,0,0,0,0,"RO41"
4,146167,4476,99633,3997,1181,478,1,12494,8174084,320795,19140441,29014,2829,48669,14147,12293,171,0,2408,17757,153,1676,355523,163966,232,23,98,2561044,260223,8840946,74619,1116,197888,295,4,"RS22"
