"ID","count.11111","count.11112","count.11113","count.11311","count.11312","count.11313","count.11911","count.11912","count.11913","count.19111","count.19112","count.19113","count.19311","count.19312","count.19313","count.19911","count.19912","count.19913","count.91111","count.91112","count.91113","count.91911","count.91912","count.91913","count.99111","count.99112","count.99113","count.99911","count.99912","count.99913","count.99993","NUTS_ID"
1,8110409,2470069,45568210,75420,7671,1802909,433642,89483,3296076,18454,2549,352491,194,61,7163,3267,358,107236,32292,13493,368061,22557,1092,92217,5433,860,94987,8939,546,60811,221,"LV00"
