"ID","count.11111","count.11112","count.11113","count.11311","count.11312","count.11313","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12121","count.12122","count.12123","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","count.12921","count.12922","count.12923","count.12321","count.12322","count.12323","NUTS_ID"
1,276302,385930,2600721,69055,130412,794070,12441,8782,201263,2894388,2946915,18184805,199531,28512,2179805,577498,862951,3768983,39513,27853,359421,215,30,8155,0,0,0,"DED4"
2,7,13,610,0,0,1903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"DED5"
3,4701,14568,136895,3165,9038,175858,13,647,4151,4043,6737,99342,0,0,0,1510,4762,54235,61,173,1226,0,0,0,0,0,0,"DEG0"
4,71360,23804,505478,15892,5554,91202,162,5,406,1131594,353352,3796186,0,0,0,315775,93055,835320,3283,1103,34041,0,0,0,0,0,0,"DED2"
5,17342,2863,389140,1941,465,21172,989,228,4283,484910,103620,4405120,0,0,0,30786,3246,432390,4373,1505,33622,0,0,0,0,0,0,"CZ02"
6,0,0,0,0,0,0,0,0,0,38992,5483,254470,0,0,0,1044,3,3898,0,0,0,0,0,0,0,0,0,"CZ03"
7,382996,43672,3145651,933,1,33444,7308,154,30811,7490514,1082179,30547538,349218,23969,1971224,501958,83954,1206527,276975,20959,2194349,0,0,0,2475,28,2497,"CZ04"
