"ID","count.12111","count.12112","count.12113","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","count.19111","count.19112","count.19113","count.19311","count.19313","count.19911","count.19912","count.19913","count.19991","count.19993","count.92111","count.92112","count.92113","count.92311","count.92312","count.92313","count.92911","count.92912","count.92913","count.99911","count.99912","count.99913","count.99991","count.99992","count.99993","count.19312","count.19992","count.99111","count.99112","count.99113","count.99311","count.99313","NUTS_ID"
1,479784,29000,3912864,84227,2978,690535,16348,275,270590,3619,196,27288,168,1339,2086,16,34665,32,1345,12389,159,125251,20698,454,160596,32013,148,274889,37849,855,550110,492,10,53638,0,0,0,0,0,0,0,"FI1B"
2,1937833,86615,17018224,448428,21431,3797827,98033,3391,1058993,43131,3347,376210,13110,155978,37242,770,606225,127,6233,21230,808,233970,30739,1044,315660,33596,926,299098,27005,381,819361,1817,62,162788,595,5,91,1,1737,220,15556,"FI1C"
