"ID","count.11111","count.11112","count.11113","count.11311","count.11312","count.11313","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","NUTS_ID"
1,1668981,1560020,17163847,59614,80196,441045,41520,19509,352243,4588127,3511280,28197977,129705,64302,2767107,138994,42635,1930456,"DE40"
2,1603712,936034,13956291,34029,15665,301994,61776,37145,352881,2518987,1262950,13332074,93260,16106,609977,105492,19543,1915028,"DE80"
3,0,0,0,0,0,0,0,0,0,10697,4090,24933,0,0,0,5262,991,23525,"PL42"
