"ID","count.11111","count.11112","count.11113","count.11211","count.11212","count.11213","count.11311","count.11312","count.11313","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12211","count.12212","count.12213","count.12311","count.12313","count.12911","count.12912","count.12913","count.12312","count.11121","count.11122","count.11123","count.11321","count.11323","count.12121","count.12122","count.12123","count.12321","count.12322","count.12323","count.12921","count.12922","count.12923","count.31111","count.31112","count.31113","count.31211","count.31212","count.31213","count.31311","count.31312","count.31313","count.32111","count.32112","count.32113","count.32311","count.32312","count.32313","NUTS_ID"
1,28753,1320,223523,647,62,15140,706,165,1629,654,15,2393,72576,7189,788647,8409,2374,75574,258,6242,3340,87,9843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"FRB0"
2,849944,134501,5097294,128470,25763,1921961,4039,94,5867,1938,355,12707,181000,30908,609220,1734,542,44216,2783,1954,421,313,6266,291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"FRF2"
3,9551017,1254304,40995611,988549,213940,10841571,785037,75519,871323,40595,6271,188913,3025259,499307,13058118,65516,10743,517839,681380,925562,50420,7490,280729,100859,1148,516,12450,171,3030,696960,258159,2196237,147592,29242,354372,2518,659,32073,328585,48471,205983,2280,141,4029,148496,27041,67366,27675,4694,18131,18590,1976,13416,"FRC1"
