"ID","count.12111","count.12112","count.12113","count.12213","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","count.11111","count.11112","count.11113","count.11211","count.11212","count.11213","count.11311","count.11312","count.11313","count.11911","count.11912","count.11913","count.12211","count.12212","NUTS_ID"
1,12662,410,119800,448,2861,5,7016,1284,7,5248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"FRB0"
2,808587,243396,6280313,4664169,1166,281,10197,53455,11110,396339,1249671,302537,15271327,780407,327600,25766273,2209,216,13864,83763,8675,287367,263829,80445,"FRF2"
3,13778,2741,198288,11431,0,0,0,0,0,0,427347,120848,2562442,51130,14504,291302,261,9,3755,0,0,0,1415,649,"FRE2"
4,359931,55149,4587211,1020343,8915,271,75438,31402,3607,206125,235552,33771,2600665,217001,37947,2961004,266,0,3295,9574,744,52509,76216,11014,"FRC1"
5,269101,32983,2901784,296786,225,168,1154,68293,4172,424198,1374803,249150,17783353,223144,38824,2713943,1781,426,37221,41029,4228,167371,18405,2671,"FR10"
