"ID","count.11111","count.11112","count.11113","count.11211","count.11212","count.11213","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12211","count.12212","count.12213","count.12911","count.12912","count.12913","count.19111","count.19112","count.19113","count.19211","count.19212","count.19213","count.19911","count.19912","count.19913","count.91111","count.91112","count.91113","count.91211","count.91212","count.91213","count.91911","count.91912","count.91913","count.92111","count.92112","count.92113","count.92211","count.92212","count.92213","count.92911","count.92912","count.92913","count.99111","count.99112","count.99113","count.99211","count.99212","count.99213","count.99911","count.99912","count.99913","NUTS_ID"
1,339645,118333,1447375,2064354,849369,9769912,25640,8428,169657,412478,171170,2853471,408899,177638,2091891,46276,19241,348020,276,45,5216,76,50,2512,1648,642,38724,27451,6962,162810,133008,39115,587724,1745,526,50132,21123,8317,123179,41112,16019,189124,9436,3553,58689,598,318,7963,550,118,9548,3272,1318,64088,"ITI3"
2,13680,11408,57183,55340,42056,269813,1629,898,3917,3258,2298,28576,16421,9200,75113,3479,2253,32668,0,0,0,0,0,0,0,0,0,698,197,4245,3752,4817,29483,34,164,1550,1596,2132,15262,1523,2541,16459,2751,7046,41882,0,0,0,0,0,0,206,396,8711,"ITF1"
