"ID","count.11111","count.11112","count.11113","count.11211","count.11213","count.11911","count.11913","count.12111","count.12112","count.12113","count.12211","count.12212","count.12213","count.12911","count.12912","count.12913","count.19911","count.19912","count.19913","count.92111","count.92112","count.92113","count.92911","count.92912","count.92913","count.99913","count.11212","count.11912","count.12311","count.12312","count.12313","count.12991","count.12992","count.12993","count.19111","count.19112","count.19113","count.19311","count.19312","count.19313","count.19991","count.19993","count.92191","count.92193","count.92311","count.92312","count.92313","count.92991","count.92992","count.92993","count.99111","count.99112","count.99113","count.99311","count.99313","count.99911","count.99912","count.99991","count.99992","count.99993","NUTS_ID"
1,35198,2709,115801,132,84,245,630,98530,11019,499904,4133,154,6997,15646,2218,40328,1534,823,11478,2578,562,8120,9080,2188,30038,424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"EL51"
2,420052,59411,1784750,4481,2224,7424,20185,10413397,1814111,55306149,10447,788,63554,344597,87410,2769211,26418,11819,286928,283340,52160,2532198,98225,24704,761189,605396,6,782,67017,8632,1577266,196,7,485,12497,5963,209161,89,36,25160,106,1046,33,57,1013,593,15677,862,147,4886,6596,1752,239402,21,31496,57966,16810,9,8,2706,"EL52"
